number,specname
3988,C63NO32CO
3989,NDNOETOLO
3990,NBUTOLBO
3991,TM124MUCCO
3992,SBUACETBO
3993,DETLBIPRO
3994,SBUACEONE
3995,MXYMUCCO
3996,MXYMUCNO3
3997,C3MCODBCO2
3998,PRCOOPRONE
3999,PHCOME
4000,H2M2C65O
4001,C87CO
4002,CY6TRION
4003,ACEPROPONE
4004,C736CO
4005,NDNPETOLO
4006,C133CO
4007,C516O
4008,C53NO32CO
4009,DMPHCOME
4010,C52NO33CO
4011,NDNEBNZLO
4012,CH3NO3
4013,C65OOH
4014,ACEBUTONE
4015,MMALNBPAN
4016,ACEBUTBONE
4017,DMCO
4018,PBZMUCCO
4019,PBZMUCNO3
4020,NDNPHENO
4021,TM124NO2O
4022,PXYL1O
4023,C526OOH
4024,C7ADICARB
4025,MOXY2CHO
4026,MTBEBPAN
4027,OXYBIPENO3
4028,C813NO3
4029,EMPHO
4030,DMKOHOOH
4031,IEACHO
4032,CHCLOHCO
4033,C58ANO3
4034,DHPMEK
4035,C4MCO2OH
4036,HODMSO2
4037,C6M5CO2OOH
4038,IECCHO
4039,OETLBIPNO3
4040,MALDIALOOH
4041,CH3SOO
4042,HPC52OOH
4043,C727PAN
4044,ME2BUOLOOH
4045,DETLMUNO3
4046,MACROHOOH
4047,C42OOH
4048,MC6CO2OOH
4049,CO2M3C4CHO
4050,TM135MUNO3
4051,DMPHO
4052,DMEBMUNO3
4053,C7CO2M5OOH
4054,C4MOHOCO3H
4055,C6DICAROOH
4056,C5O5OHCO3H
4057,C712OOH
4058,C4ECO2OOH
4059,C714OOH
4060,C7M6CO2OOH
4061,C520OOH
4062,CISOPCO
4063,C78OOH
4064,C113CO
4065,PETCATECH
4066,C143CO
4067,NPROACECO2
4068,INDOOH
4069,T124CATECH
4070,CL12PRCO2
4071,CH3CLCOCL
4072,OXYCATECH
4073,NC524O
4074,C66OOH
4075,TM124OLO2
4076,CONM2CO3H
4077,DMMBO2
4078,C51OH2CO
4079,NC4DCO2H
4080,PXYCATECH
4081,MMALNACO2H
4082,C4COMEOH
4083,TCEOHO2
4084,C123CO
4085,TMBO2
4086,CH2CHCH2O2
4087,INAOOH
4088,C532CO
4089,MCATECHOL
4090,C6OTRIKET
4091,OETCATECH
4092,TMB2FUONE
4093,NC4IPDCO2H
4094,C109OH
4095,BUTALO2H
4096,MMALNBCO3H
4097,OETOLO2
4098,C54CO
4099,CH2CLCH2O2
4100,CL12PRAO2
4101,MIPKAOH
4102,T123CATECH
4103,MACO3H
4104,MXYOLO2
4105,CL12PRBO2
4106,CL12PRBO
4107,NC4EDCO2H
4108,C537OOH
4109,C513CO
4110,C23C54CHO
4111,CO2H3CO3H
4112,DIBRETO2
4113,C3M3CHONO3
4114,BCLKBOC
4115,BCALBOC
4116,IEC2OOH
4117,MC6OTRIKET
4118,ACCOPRONE
4119,OXYFUONE
4120,CNO3OCL
4121,OXYLO2
4122,TM124MUO3H
4123,TM124BO2
4124,C6H5C2H4O2
4125,ACBUONBOOH
4126,MMALNBCO2H
4127,MMALNACO3H
4128,PBENZOLO2
4129,MXYLO2
4130,VGLYOX
4131,METCATECH
4132,C629OOH
4133,C65OH
4134,TM123MUCCO
4135,CHCL2CH2O2
4136,C4OCCOHNO3
4137,HMVKBOOH
4138,CH2OOC
4139,NC4PDCO2H
4140,HO2CO35C7
4141,PXYOLO2
4142,IPBENZOLO2
4143,MXYCATECH
4144,HO3CO46C8
4145,H3NCO2CHO
4146,MTBEACHO
4147,EBENZOLO2
4148,CCL3CH2O2
4149,EOCOCHO
4150,C93CO
4151,TM123BO2
4152,MMALNAPAN
4153,C103CO
4154,PETOLO2
4155,C144O
4156,CO2HO3C6
4157,H2C3OCO2
4158,C23O3CHO
4159,MO2EOLBO2
4160,OXYOLO2
4161,PHGLYOX
4162,ETHOXO2
4163,DMMAO2
4164,MMFO2
4165,NCO23CHO
4166,PETLBIPRO2
4167,CO25C6
4168,CONM2PAN
4169,CRESO2
4170,INDHCHO
4171,COHM2CO3H
4172,METOLO2
4173,TBOCOCHO
4174,PXYLO2
4175,C7BDCO
4176,BZEMUCO
4177,MVKOHAOH
4178,OXYMUCO
4179,OETLMUCO
4180,C520O
4181,C4M3NO32O
4182,C1012O
4183,PXYMUCO
4184,M2BK
4185,C61CO
4186,MXYMUCO
4187,METLMUCO
4188,EBZMUCO
4189,PROL2FORM
4190,C4CO2O
4191,C4NO32M1O
4192,PRONO3BO
4193,CHOC3DIOL
4194,C629O
4195,IPRFORMO
4196,C6CO4DB
4197,TM124MUCO
4198,BOXPRONEAO
4199,DMEBMUCO
4200,C52NO31O
4201,C512O
4202,MBOBCO
4203,MXYOBPEROH
4204,PETLMUCO
4205,BUTONENO3
4206,NC526O
4207,TLEMUCO
4208,CO4DBC8
4209,CO4DBC9
4210,TM135MUCO
4211,HO13CO4C5
4212,PRONO3AO
4213,TM123MUCO
4214,DETLMUCO
4215,C6COHOCHO
4216,MPRBNO3O
4217,HMVKNO3
4218,CHCL2COCL
4219,C7EDCO
4220,C42AOH
4221,CYC613DION
4222,MC3ODBCO2H
4223,METACETHO
4224,BCKSOZ
4225,MIBKOHAOOH
4226,TM123OXMUC
4227,CHOOCHO
4228,INB1OOH
4229,NC524OOH
4230,ETHFORM
4231,C524OOH
4232,C7M2CO5OOH
4233,C535OOH
4234,CH3CCL2O2
4235,CH3COCL
4236,DMCO2
4237,CYHXOLACO
4238,OXYLAL
4239,NDEMPHOLO2
4240,CH3COCCLO2
4241,CL12PRCHO
4242,ACEC2CHO
4243,C816CO
4244,CH3C2H2O2
4245,CCL3CHO
4246,TM124BCHO
4247,INB1CO
4248,NBUTDAO2
4249,C6H5CH2CHO
4250,NDMEPHOLO2
4251,CO3C5CHO
4252,CHCL3O2
4253,CH2CL3O2
4254,NISOPO2
4255,DEMPHOLO2
4256,TMBCHO
4257,DMEPHOLO2
4258,MMCFO2
4259,C131CO2H
4260,MXYLAL
4261,NBUTDBO2
4262,CHCL2CHO
4263,C624CO
4264,TM123BCHO
4265,GLYOOC
4266,BRETAL
4267,C615CO
4268,DIEKAOH
4269,NTM123OLO2
4270,MTBEBO2
4271,TM135OLO2
4272,TM123OLO2
4273,C7ADCCO2H
4274,MGLYOOA
4275,NTM135OLO2
4276,NOETOLO2
4277,NOETOLO
4278,HOCOC4DIAL
4279,C4CONO3OOH
4280,C4NO3COOOH
4281,C828CHO
4282,INCCO
4283,PXYLAL
4284,BCSOZ
4285,C921O2
4286,C75O2
4287,C812O2
4288,PBZQO2
4289,HO2M2C5O2
4290,C6IPRCO4DB
4291,CO3C75O2
4292,C514O2
4293,ACCOETO2
4294,CCL3CO3
4295,NPTLQO2
4296,NMETLQO2
4297,HO3C126O2
4298,NMEBFUO2
4299,CCLNO3CO
4300,H3M3C6O2
4301,C44O2
4302,C6H5CH2O2
4303,C4MCODBCO2
4304,CONM2CO2H
4305,PETLQO2
4306,CH2CLCOCL
4307,M2PECO
4308,PEBQO2
4309,NEBFUO2
4310,MALDIALCO2
4311,IPCATECHOL
4312,NC72O2
4313,C6PRCO4DB
4314,EBFUO2
4315,PHENO2
4316,HO3C96O2
4317,MBOACO
4318,HM23C4O2
4319,NBZFUO2
4320,C4ME2OHO2
4321,NOETLQO2
4322,C830O2
4323,C9DCO2
4324,HO1C4O2
4325,C1211O2
4326,NMXYQO2
4327,C121O2
4328,C619O2
4329,PPRBQO2
4330,HO3C86O2
4331,DMMALYO2
4332,C111O2
4333,MXYFUO2
4334,C710O2
4335,NOXYQO2
4336,C101O2
4337,OETLQO2
4338,CO24M3C5OH
4339,NPBFUO2
4340,NMVK
4341,C8M2CO6OOH
4342,NC71O2
4343,HO3C116O2
4344,NTLFUO2
4345,METLQO2
4346,INDO
4347,C823O2
4348,NPETLQO2
4349,ME3CO2BUOL
4350,CH2BRO2
4351,CHOBR
4352,PXYBIPERO
4353,C6CYTONO2
4354,C914O2
4355,TM124QO2
4356,CYC6DIONO2
4357,C4ME2NO3O2
4358,C7CO4DB
4359,C4MALOHOOH
4360,C97O2
4361,BOX2MO2
4362,NOPINBO2
4363,NAPINBO
4364,NIPBFUO2
4365,HCOC5
4366,PBFUO2
4367,C14O3PCHO
4368,TLFUO2
4369,HO2C6O2
4370,NC101O2
4371,NMXYFUO2
4372,TMB1FUO2
4373,C5OCO3M
4374,C6ETCO4DB
4375,MEBFUO2
4376,C732O2
4377,IPBFUO2
4378,C14O3IPCHO
4379,C7DDCCO2
4380,OXYQO2
4381,C7ECO4DB
4382,C8CO4DB
4383,BIACETOOH
4384,HO2CO4CHO
4385,BZFUO2
4386,CO3C85O2
4387,MXYQO2
4388,C718O2
4389,PCATECHOL
4390,COCL2
4391,HO1CO24C6
4392,MPRKAOH
4393,C1014CO
4394,C1014O
4395,C1011O2
4396,C717O2
4397,C14O3ECHO
4398,C6CO4M2DB
4399,C6CO4MEDB
4400,HO3C106O2
4401,PXYFUO2
4402,C91O2
4403,HO14CO2C4
4404,PXYQO2
4405,C1013O2
4406,BUTDAO2
4407,H2M2CO5C6
4408,HO2CO5C7
4409,C6CO23HO5
4410,NPXYFUO2
4411,C137O2
4412,O
4413,PTLQO2
4414,C2CL2OHO2
4415,NPROACEBO2
4416,NMETOLO2
4417,EBZBIPERO2
4418,EBZBIPERO
4419,PBZBIPERO2
4420,PBZBIPERO
4421,DMSO2O2
4422,NBPINBO2
4423,DMEBIPRO2
4424,DMEBIPRO
4425,CATECHOL
4426,NPBNZOLO2
4427,C7DCCO2H
4428,ETOLO2
4429,NBUACETCO2
4430,TM123BPRO2
4431,ETBECO2
4432,ETBECCHO
4433,NTM124OLO2
4434,C3M2COCO2H
4435,ETHACET
4436,NCRESO2
4437,DM35EBO2
4438,IPROMC2O2
4439,IPROMCCHO
4440,HCOCO
4441,CO2C54CHO
4442,BOXPRONBO2
4443,BOXCOCOMO2
4444,PETLBIPRO
4445,TOL1OHNO2
4446,NEBNZOLO2
4447,METLBIPRO2
4448,CH3SCH2O2
4449,DE35TO2
4450,EMPHCOMO2
4451,BOX2EOHAO2
4452,PRCOOMCHO
4453,ETBEAO2
4454,ETBEACHO
4455,BOXPROLBO2
4456,BOXCOEOLO2
4457,CO23C6
4458,METLBIPRO
4459,NMXYOLO2
4460,NOXYOLO2
4461,C5DBCOCO2H
4462,NPXYOLO2
4463,IPBZBIPRO2
4464,IPBZBIPRO
4465,MPHCOMEO2
4466,C2CL3OHBO2
4467,C2CL3OHAO2
4468,H2M4CO5C6
4469,TLBIPERO2
4470,TLBIPERO
4471,PHC3O2
4472,NPETOLO2
4473,NIPBNZOLO2
4474,IPBENZOLO
4475,IC7DCCO2H
4476,IPRBQO2
4477,IC7DCCO2
4478,INCNO3
4479,ECATECHOL
4480,C7BDICARB
4481,OETLPOXMUC
4482,OXYEPOXMUC
4483,C536OOH
4484,C42CHO
4485,H1MC5O2
4486,NC826O2
4487,C616O
4488,HO1MC5O2
4489,C151O2
4490,C525O2
4491,H2MC5O2
4492,HEXCO2
4493,CO235C6O2
4494,CLETAL
4495,C4CHOBO2
4496,APINBO2
4497,C621O2
4498,C1215O2
4499,C510O2
4500,NPHENO2
4501,C4M2NO32O
4502,C76O2
4503,C8CO3OHO2
4504,C826O2
4505,C6CONO34O
4506,C811O2
4507,HMACRO2
4508,ACPRONEO2
4509,C613O2
4510,NSTYRENO2
4511,M2BKBO2
4512,C4CO2OOH
4513,C81O2
4514,CHOCOMOXO2
4515,NLMKAO2
4516,LIMALO2
4517,NBCALO2
4518,C7ADCO2
4519,MTBKO2
4520,C711O2
4521,C7CO3OHO2
4522,NC102O2
4523,C122O2
4524,HO3CO6C8
4525,C1312O2
4526,CO2M33CHO
4527,CO25C6CHO
4528,BOXCOCHOO2
4529,C53NO32O
4530,C5CONO34O2
4531,M2C43CHO
4532,HOC4CHOO2
4533,C1313O2
4534,C92O2
4535,M22C3CHO
4536,HM2C43CHO
4537,EIPKAO2
4538,C102O2
4539,C822O2
4540,CY6TRIONO2
4541,C23O3MCHO
4542,HO2C5O2
4543,C917O2
4544,M23C43O2
4545,C23O3CCHO
4546,MIBKCOOHO2
4547,MACROH
4548,CLCOCCL2O2
4549,CHCL2CL2O2
4550,TBUACCO
4551,NBCO2
4552,CO3C54CHO
4553,HO3C6O2
4554,NDMMALYO2
4555,C52NO33O
4556,C5NO3CO4O2
4557,ETOHOCHO
4558,CH3SO
4559,C43NO34O
4560,LMKBO2
4561,LIMBO2
4562,BCKAO2
4563,HM33C4O2
4564,C623O2
4565,C5CONO34O
4566,LIMAO2
4567,BCCO2
4568,BCAO2
4569,C4M3NO31O
4570,C4MCONO3O2
4571,C63NO32O
4572,C730O2
4573,C519CHO
4574,BCALO2
4575,CO2HOC61O2
4576,IPRACBCHO
4577,HO24C4CHO
4578,IBUTDIAL
4579,NAPINAO2
4580,NC51O2
4581,HOBUT2CHO
4582,BU1ENO3O
4583,ACEETOHO2
4584,C62NO33O
4585,C23O3ECHO
4586,NORLIMO2
4587,NC1313O2
4588,C7CO4EDB
4589,MECOFORMO2
4590,H13C43CHO
4591,C925O2
4592,C915O2
4593,BCKBO2
4594,HO1C6O2
4595,NLIMALO2
4596,COO2C3CHO
4597,C108O2
4598,NC623O2
4599,NOPINCO2
4600,C51NO32O
4601,C112O2
4602,C1213O2
4603,C611O2
4604,NOPINAO2
4605,MC4CONO3O
4606,C66NO35O
4607,H3M3C5CHO
4608,C1310O2
4609,MIBKHO4CHO
4610,C1214O2
4611,M3C4CHO
4612,C71O2
4613,NTMB1FUO2
4614,C810O2
4615,EOX2ETCHO
4616,APINAO2
4617,STYRENO2
4618,CL2OHCHO
4619,HM22C4O2
4620,M33C3CHO
4621,PRONOCOMO2
4622,CO1M22CHO
4623,C54CHO
4624,LMKAO2
4625,MEKCOH
4626,LIMCO2
4627,C1311O2
4628,NLIMO2
4629,C7DDCO2
4630,MACRNB
4631,C731O2
4632,C5CO243OH
4633,CO2N3CHO
4634,MTBEAO2
4635,HO1C5O2
4636,CO25C7
4637,NC728O2
4638,C133O
4639,C516O2
4640,C5124COO2
4641,C928O2
4642,C88CHO
4643,NBCKO2
4644,C728O2
4645,HO13C3CHO
4646,SBUACONEO2
4647,HOIBUTCHO
4648,BCBO2
4649,C4MCO2O
4650,C4MCO2OOH
4651,C530O2
4652,CO1C6O2
4653,C7MCO3OHO2
4654,C8CO2OHCO3
4655,CCL3O2
4656,HO2MC5O2
4657,INDHPCO3
4658,MO2EOLAO2
4659,NMXYOL1O2
4660,CATEC1O2
4661,PHIC3O2
4662,MC3CODBCO2
4663,NPROACEAO2
4664,PRONFORMO2
4665,NIPBNZ1O2
4666,TM135BPRO2
4667,C5CO14CO2
4668,C6DCARBBO
4669,NPHEN1O2
4670,TLEPOXMUC
4671,DMEBPOXMUC
4672,C8BCO2
4673,OETLBIPRO2
4674,PET1O2
4675,C517O2
4676,EBENZO2
4677,NCRES1O2
4678,DMPHCOMO2
4679,C720O2
4680,BPINCO2
4681,APINCO2
4682,DETLPOXMUC
4683,HM22C3O2
4684,NT123L1O2
4685,EMPHO2
4686,EMPHCO3
4687,EMPOHNO2O2
4688,T124CAT1O2
4689,C719O2
4690,C126O2
4691,C116O2
4692,MXCATEC1O2
4693,PXYL1O2
4694,MET1O2
4695,NBUACETAO2
4696,MXYEPOXMUC
4697,EGLYOOB
4698,MCATEC1O2
4699,NMETOL1O2
4700,MXYBIPERO2
4701,MXYBIPERO
4702,NPBNZ1O2
4703,EBENZOLO
4704,C7OHCO2CO3
4705,PXCATEC1O2
4706,TM124OXMUC
4707,NIPRBQO2
4708,PXYEPOXMUC
4709,C6DIALOH
4710,NPETOL1O2
4711,OTCATEC1O2
4712,C43OHCOCHO
4713,T123CAT1O2
4714,NEBNZ1O2
4715,SBUACETBO2
4716,MTCATEC1O2
4717,NT124L1O2
4718,MXY1O2
4719,CLCOCLMEO2
4720,CL1GLYOX
4721,ECATEC1O2
4722,INB1NO3
4723,C7DCCO2
4724,PHCOETO2
4725,PHCOCOCO2
4726,PBENZO2
4727,NOXYOL1O2
4728,TM135OXMUC
4729,C622O2
4730,TM124O2
4731,ACCOC3H6O2
4732,ACCOMCOMO2
4733,C6145COO2
4734,IPCATEC1O2
4735,TM123O2
4736,NOETOL1O2
4737,C88O2
4738,MGLOOB
4739,C45O2
4740,NBUACETBO2
4741,NPXYOL1O2
4742,PHCOMEO2
4743,DM124O2
4744,CH3CHCLO2
4745,CLCOCH2O2
4746,OXCATEC1O2
4747,OET1O2
4748,PXY1O2
4749,PTCATEC1O2
4750,OXYBIPERO2
4751,DIIPRETO2
4752,NPEBQO2
4753,PRONEMOXO2
4754,IPBENZO2
4755,SBUACETAO2
4756,PXYOLO
4757,C6MOHCOCO3
4758,C3MCOCO2H
4759,NPXYQO2
4760,C5DBCO2CO3
4761,DMPHO2
4762,PCATEC1O2
4763,IPBZPOXMUC
4764,EBZPOXMUC
4765,METLPOXMUC
4766,PBZPOXMUC
4767,BOXMCO3
4768,C74O2
4769,MIBKAOHBO2
4770,C6O4KETO2
4771,LMLKBO2
4772,TM124BCO3
4773,H2M2C4CHO
4774,C916O2
4775,ISOP34NO3
4776,NBPINAO2
4777,C67O2
4778,BOX2EOHBO2
4779,BOXFORMO2
4780,ETBEBO2
4781,TBOCOCH2O2
4782,MTBEACHOO2
4783,TMBCO3
4784,MXYOHNO2O2
4785,TM124BPRO2
4786,C6COCHOO2
4787,C6H5CH2CO3
4788,LMLKAO2
4789,C614CO
4790,C534O2
4791,CH3COCO3H
4792,HO5CO8C10
4793,C6CO34O2
4794,NC71O
4795,C531O2
4796,IC7DCO2
4797,CCLNO3O2
4798,C818O2
4799,BUTDBO2
4800,MPRBNO3CHO
4801,C5CO23O2
4802,HO6CO9C11
4803,C106O2
4804,CHCL2O2
4805,M3PECO2
4806,NBZQO2
4807,C513O2
4808,LIMALAO2
4809,C87O2
4810,METLMUCCO3
4811,HO7CO10C12
4812,ACBUONEBO2
4813,ACCOCOETO2
4814,C129O2
4815,C141CO
4816,DETLBIPRO2
4817,MIBK3COO2
4818,ETHENO3O2
4819,C918O2
4820,LIMALBO2
4821,C41O2
4822,C4NO3CHO
4823,C4CONO3CO
4824,NC730O2
4825,C7DDCCO2H
4826,PR2OHMOXO2
4827,C3MDIALOOH
4828,C736O2
4829,C128O2
4830,C7CO2DBCO3
4831,CO234C65O2
4832,C3MNO3CHO
4833,C824O2
4834,C118O2
4835,C519O2
4836,PXYLCO3
4837,TL4OHNO2O2
4838,ETBECCO3
4839,MTBEACHO13
4840,BPINAO2
4841,C930O2
4842,HOCO3C54O2
4843,CH2OHCL2O2
4844,CO24C6O2
4845,CL2OHCH2O2
4846,CL2OHCO3
4847,C4M2NO33O2
4848,C813O2
4849,IPRMEETO2
4850,OETLBIPRO
4851,C53O2
4852,ISOPAOOH
4853,C630O2
4854,C62O2
4855,HO4CO7C9
4856,C612O2
4857,HO1CO24C5
4858,NC91CHO
4859,PRCOOMCO3
4860,PRCOFORMO2
4861,C5CO234O2
4862,C521O2
4863,C7CODBCO3
4864,EMPOHNO2O
4865,C922O2
4866,C65NO36CHO
4867,HIEB2O2
4868,MCOOTBO2
4869,CCLOHCH2O2
4870,C919O2
4871,C135O2
4872,C7DCO2
4873,BRETO3
4874,BPINBO2
4875,C918CHO
4876,C733O2
4877,C52NO31CO
4878,M2HEXBO2
4879,CHOC4DOLO2
4880,C4NO32M2O2
4881,PINALO2
4882,MPRANO3O2
4883,C67CHO
4884,OTNNCATCO2
4885,DNIPBNZLO2
4886,PEN2ONE1O2
4887,C918CO3
4888,C8OHCO2CO3
4889,OXNCATECO2
4890,C61CO3
4891,CO45C5CHO
4892,C721CHO
4893,C3M3OH2CO3
4894,C6CO2OHCO3
4895,C58NO3
4896,NC4OHCO3
4897,MXNNCATCO2
4898,CH3OCH2O2
4899,C7MJPCO3
4900,C827O2
4901,ETOMEO2
4902,C721O2
4903,PXNCATECO2
4904,PROL1MCO3
4905,H13CO2CO3
4906,C4OHCO3
4907,PTNCATECO2
4908,CO2OH3MCO3
4909,HO8C9O2
4910,HM33C3CHO
4911,HO2C4CHO
4912,C152O2
4913,OXNNCATCO2
4914,NC91CO3
4915,C729O2
4916,EPXMEC4DAL
4917,MNCATECO2
4918,ENNCATECO2
4919,C45IC5CHO
4920,MTNCATECO2
4921,IPNCATECO2
4922,T123NNCTO2
4923,DNCRESO2
4924,MXYL1O2
4925,C713O2
4926,C5CO2OHCO3
4927,DNT123LO2
4928,C85O2
4929,CHOC4O2
4930,C73O2
4931,PNNCATECO2
4932,NNCATECO2
4933,T123NCATO2
4934,OTNCATECO2
4935,DNPXYOLO2
4936,NCATECO2
4937,HC3CCO3
4938,C3DIOLO2
4939,C79O2
4940,PETLPOXMUC
4941,C735O2
4942,C734O2
4943,MXNCATECO2
4944,HO24C4CO3
4945,HO5C5CO3
4946,C4CO2DBCO3
4947,H13C43CO3
4948,C42CO3
4949,C825O2
4950,C3NO3COO2
4951,HO3C3CO3
4952,C139O2
4953,CO2C5OH
4954,MNNCATECO2
4955,DNOETOLO2
4956,C7CO2OHCO3
4957,C511O2
4958,C831O2
4959,ENCATECO2
4960,DNMXYOLO2
4961,HO6C7O2
4962,HO7C8O2
4963,INDHCO3
4964,DNOXYOLO2
4965,DNPBNZLO2
4966,M3BU3ECO3
4967,IPNNCATCO2
4968,HPC52CO3
4969,C1212O2
4970,T124NCATO2
4971,CHOC3COO2
4972,MC7CO2O2
4973,C5M2OHOCO3
4974,NOPINDO2
4975,IECCO3
4976,H3M3C5O2
4977,HO1CO3CHO
4978,HM2C43O2
4979,CO2N3CO3
4980,MTNNCATCO2
4981,HC4CO3
4982,DNEBNZLO2
4983,CO13C4OH
4984,T124NNCTO2
4985,C107O2
4986,PNCATECO2
4987,DNMETOLO2
4988,C3EDIALO2
4989,HEX3ONCOH
4990,CO123C5CHO
4991,C85CO3
4992,DNPHENO2
4993,PTNNCATCO2
4994,DNPETOLO2
4995,NC61CO3
4996,DNT124LO2
4997,HO13C3CO3
4998,HO2CO5C6
4999,C5DBECO3
5000,PXNNCATCO2
5001,C4COMOHCO3
5002,HOACETETO2
5003,ACBUONEAO2
5004,BOXPRONAO2
5005,PRONOCOPO2
5006,PRCOOMO2
5007,C526O2
5008,DIETETO2
5009,TM124OLO
5010,NTM124QO2
5011,C7MOHCOCO3
5012,DMKCOOH
5013,NC5MDCO2H
5014,PBZMUCO
5015,BZEPOXMUC
5016,PHENOL
5017,MALDALCO2H
5018,C56O2
5019,TM124NO2O2
5020,C7ADCCO2
5021,C5CO23CHO
5022,C114O2
5023,BUTDCO2
5024,HC3CCHO
5025,C84O2
5026,ACRO2
5027,NPPRBQO2
5028,TM123BCO3
5029,DM123O2
5030,CO23C4NO3
5031,OXYLCO3
5032,OXYL1O2
5033,HO13C5O2
5034,HO13C4O2
5035,MALDIALO2
5036,C68O2
5037,HEX3ONCO2
5038,NC526O2
5039,C142O2
5040,IPROMCCO3
5041,C8DBCO2CO3
5042,DMEBMUCO2
5043,IPROC21O2
5044,IPRACBO2
5045,C57NO3
5046,C3ME3CO3
5047,CH3CHOOB
5048,C615O2
5049,PRONO3AO2
5050,C1010O2
5051,BUT2OLO
5052,C42NO33O2
5053,HEX3ONBO2
5054,C143O2
5055,MC5CO2OHO2
5056,C94O2
5057,HO1CO34C5
5058,CNO3CLO
5059,H1C23C4CHO
5060,C716O2
5061,PRONO3BO2
5062,IPBZMUCO2
5063,HPC52O2
5064,HYPERACET
5065,C6HO1CO3O2
5066,C624O2
5067,C625O2
5068,CHCL2CO3
5069,IPBZMUCO
5070,COCCOH2CO2
5071,NMBOBO2
5072,EOX2EOLAO2
5073,DETLMUCO2
5074,C6CO243OH
5075,M2BKAO2
5076,C616O2
5077,EIPEO2
5078,ACETC2H4O2
5079,ACETC2CO3
5080,C715O2
5081,BZBIPERO2
5082,TBUACCO3
5083,IPROACETO2
5084,IPRACBCO3
5085,MVKOHBO2
5086,HEX2ONCO2
5087,H13CO2C3
5088,MEMOXYCO3
5089,MXYLCO3
5090,C727O2
5091,C104O2
5092,C4M2NO32O2
5093,MC4CONO3O2
5094,C124O2
5095,HO2CO4C5
5096,TMB2FUO2
5097,C86O2
5098,EBENZO
5099,HM22C3CO3
5100,HM22CHO
5101,PRNO3CO3
5102,ACCOMECO3
5103,CO25C6O2
5104,PXCATEC1O
5105,C83O2
5106,HO6C7CO3
5107,CHOCOCH2O2
5108,MXYOLO
5109,C5CO3OH
5110,COO2C4O2
5111,CONM2CHO
5112,CLCOCLO2
5113,CO3C54CO3
5114,NTMB2FUO2
5115,MC6OTKETO2
5116,C515CO3
5117,C620O2
5118,CCLOHCO3
5119,PXYBIPERO2
5120,C23C54CO3
5121,ECATEC1O
5122,C43NO3CO3
5123,C2H5MECOO
5124,OET1O
5125,HCOCH2OOH
5126,HO7C8CO3
5127,INB1HPCO3
5128,NDNOXYOLO2
5129,C1012O2
5130,H1C23C4CO3
5131,NDNEBNZLO2
5132,EMALANHYO2
5133,PET1O
5134,C627O2
5135,C828O2
5136,CH2OOB
5137,TM123O
5138,IBUTOLCO2
5139,C821O2
5140,NDNMETOLO2
5141,ECOCO2H
5142,PXY1O
5143,IPCATEC1O
5144,C6TRONOHO2
5145,MC4CODBCO2
5146,CATEC1O
5147,MCATEC1O
5148,HO8C9CO3
5149,NDNPHENO2
5150,IPBENZO
5151,C115O2
5152,CO235C6CHO
5153,NDNIPBZLO2
5154,IPMALNHYO2
5155,NDNMXYOLO2
5156,C126OO
5157,PE2ENEAO2
5158,C515O2
5159,INANCO3
5160,C95O2
5161,TMB1FUONE
5162,H1C23C4O2
5163,HMGLYOO
5164,C1013CO3
5165,NC4CO3
5166,BCALOO
5167,C617O2
5168,ECO3CO3
5169,NC3CO3
5170,CHOC4CO3
5171,COO2C4CO3
5172,COO2C3CO3
5173,C5EDBCO3
5174,PBENZO
5175,NDNPETOLO2
5176,NOPINOO
5177,H3M2C4CO3
5178,MET1O
5179,NC4OO
5180,NDNCRESO2
5181,C5DIALO2
5182,MXCATEC1O
5183,NDNPBNZLO2
5184,PMALANHYO2
5185,C4NO3CO3
5186,C105O2
5187,OXY1O
5188,TOL1O
5189,NMGLYOX
5190,C125O2
5191,PTCATEC1O
5192,C5MEJCO3
5193,PCATEC1O
5194,C62CO3
5195,INCNCO3
5196,HO5C6CO3
5197,ETHACETO2
5198,NOAOO
5199,OXYFUO2
5200,C65NO36CO3
5201,MXY1O
5202,M3C4CO3
5203,C3MNO3CO3
5204,C721CO3
5205,C722O2
5206,MPRBNO3CO3
5207,NOXYFUO2
5208,C615CO2O2
5209,TM124O
5210,HM2C43CO3
5211,MIPKBOH
5212,ACETMECO3
5213,NDNOETOLO2
5214,CRESO
5215,C5CO2DBCO3
5216,C5CO14OH
5217,C33CO
5218,METOLO
5219,C6DCRBBOH
5220,NC3OO
5221,C88CO3
5222,C718CO3
5223,CH2CLO2
5224,CLETO3
5225,C8CO2DBCO3
5226,HC3CO3
5227,ME2BU2OLO2
5228,HO4C5CO3
5229,BOXPROLAO2
5230,CHOOCH2O2
5231,CHOOMCO3
5232,MVKOO
5233,C626O2
5234,CH3S
5235,MTCATEC1O
5236,NC4MDCO2H
5237,C726CO5O2
5238,MPAN
5239,C3DBCO3
5240,OTCATEC1O
5241,OXCATEC1O
5242,M22C3CO3
5243,HOIBUTCO3
5244,NDNPXYOLO2
5245,C819O2
5246,TBUTCHO
5247,C89O2
5248,BCLKCO2
5249,C5134CO2OH
5250,MCOCOMOXO2
5251,C5COCHOO2
5252,EPXMEDLCO3
5253,CHOMOHCO3
5254,C5MCO2OHO2
5255,BCSOZO2
5256,H3M3C4CHO
5257,C4OH2CO3
5258,MBOBO2
5259,EPXM2C4DAL
